HEADER_TIME_STAMP,START_TIME,STOP_TIME,PID,ANNOTATION_LABELS,FINEST_ACTIVITIES,MUSS_22_ACTIVITIES,MUSS_3_POSTURES,MUSS_6_ACTIVITY_GROUPS,MDCAS,RIAR_17_ACTIVITIES,SEDENTARY_AMBULATION_CYCLING,MUSS_22_ACTIVITY_ABBRS
2016-04-05 12:59:44.000,2016-04-05 12:59:44.000,2016-04-05 12:59:56.800,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:59:56.800,2016-04-05 12:59:56.800,2016-04-05 13:00:09.600,SPADES_39,city outdoors story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:00:09.600,2016-04-05 13:00:09.600,2016-04-05 13:00:22.400,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:00:22.400,2016-04-05 13:00:22.400,2016-04-05 13:00:35.200,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:00:35.200,2016-04-05 13:00:35.200,2016-04-05 13:00:48.000,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:00:48.000,2016-04-05 13:00:48.000,2016-04-05 13:01:00.800,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:01:00.800,2016-04-05 13:01:00.800,2016-04-05 13:01:13.600,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:01:13.600,2016-04-05 13:01:13.600,2016-04-05 13:01:26.400,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:01:26.400,2016-04-05 13:01:26.400,2016-04-05 13:01:39.200,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:01:39.200,2016-04-05 13:01:39.200,2016-04-05 13:01:52.000,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:01:52.000,2016-04-05 13:01:52.000,2016-04-05 13:02:04.800,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:02:04.800,2016-04-05 13:02:04.800,2016-04-05 13:02:17.600,SPADES_39,city outdoors story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:02:17.600,2016-04-05 13:02:17.600,2016-04-05 13:02:30.400,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:02:30.400,2016-04-05 13:02:30.400,2016-04-05 13:02:43.200,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:02:43.200,2016-04-05 13:02:43.200,2016-04-05 13:02:56.000,SPADES_39,city outdoors story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:02:56.000,2016-04-05 13:02:56.000,2016-04-05 13:03:08.800,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:03:08.800,2016-04-05 13:03:08.800,2016-04-05 13:03:21.600,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:03:21.600,2016-04-05 13:03:21.600,2016-04-05 13:03:34.400,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:03:34.400,2016-04-05 13:03:34.400,2016-04-05 13:03:47.200,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:03:47.200,2016-04-05 13:03:47.200,2016-04-05 13:04:00.000,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:04:00.000,2016-04-05 13:04:00.000,2016-04-05 13:04:12.800,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:04:12.800,2016-04-05 13:04:12.800,2016-04-05 13:04:25.600,SPADES_39,city outdoors story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:04:25.600,2016-04-05 13:04:25.600,2016-04-05 13:04:38.400,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:04:38.400,2016-04-05 13:04:38.400,2016-04-05 13:04:51.200,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:04:51.200,2016-04-05 13:04:51.200,2016-04-05 13:05:04.000,SPADES_39,city outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:05:04.000,2016-04-05 13:05:04.000,2016-04-05 13:05:16.800,SPADES_39,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:05:16.800,2016-04-05 13:05:16.800,2016-04-05 13:05:29.600,SPADES_39,elevator standing up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:05:29.600,2016-04-05 13:05:29.600,2016-04-05 13:05:42.400,SPADES_39,elevator standing up,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:05:42.400,2016-04-05 13:05:42.400,2016-04-05 13:05:55.200,SPADES_39,elevator standing up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:05:55.200,2016-04-05 13:05:55.200,2016-04-05 13:06:08.000,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:06:08.000,2016-04-05 13:06:08.000,2016-04-05 13:06:20.800,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:06:20.800,2016-04-05 13:06:20.800,2016-04-05 13:06:33.600,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:06:33.600,2016-04-05 13:06:33.600,2016-04-05 13:06:46.400,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:06:46.400,2016-04-05 13:06:46.400,2016-04-05 13:06:59.200,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:06:59.200,2016-04-05 13:06:59.200,2016-04-05 13:07:12.000,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:07:12.000,2016-04-05 13:07:12.000,2016-04-05 13:07:24.800,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:07:24.800,2016-04-05 13:07:24.800,2016-04-05 13:07:37.600,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:07:37.600,2016-04-05 13:07:37.600,2016-04-05 13:07:50.400,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:07:50.400,2016-04-05 13:07:50.400,2016-04-05 13:08:03.200,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:08:03.200,2016-04-05 13:08:03.200,2016-04-05 13:08:16.000,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:08:16.000,2016-04-05 13:08:16.000,2016-04-05 13:08:28.800,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:08:28.800,2016-04-05 13:08:28.800,2016-04-05 13:08:41.600,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:08:41.600,2016-04-05 13:08:41.600,2016-04-05 13:08:54.400,SPADES_39,biking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:08:54.400,2016-04-05 13:08:54.400,2016-04-05 13:09:07.200,SPADES_39,biking city outdoors,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:09:07.200,2016-04-05 13:09:07.200,2016-04-05 13:09:20.000,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:09:20.000,2016-04-05 13:09:20.000,2016-04-05 13:09:32.800,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:09:32.800,2016-04-05 13:09:32.800,2016-04-05 13:09:45.600,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:09:45.600,2016-04-05 13:09:45.600,2016-04-05 13:09:58.400,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:09:58.400,2016-04-05 13:09:58.400,2016-04-05 13:10:11.200,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:10:11.200,2016-04-05 13:10:11.200,2016-04-05 13:10:24.000,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:10:24.000,2016-04-05 13:10:24.000,2016-04-05 13:10:36.800,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:10:36.800,2016-04-05 13:10:36.800,2016-04-05 13:10:49.600,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:10:49.600,2016-04-05 13:10:49.600,2016-04-05 13:11:02.400,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:11:02.400,2016-04-05 13:11:02.400,2016-04-05 13:11:15.200,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:11:15.200,2016-04-05 13:11:15.200,2016-04-05 13:11:28.000,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:11:28.000,2016-04-05 13:11:28.000,2016-04-05 13:11:40.800,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:11:40.800,2016-04-05 13:11:40.800,2016-04-05 13:11:53.600,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:11:53.600,2016-04-05 13:11:53.600,2016-04-05 13:12:06.400,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:12:06.400,2016-04-05 13:12:06.400,2016-04-05 13:12:19.200,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:12:19.200,2016-04-05 13:12:19.200,2016-04-05 13:12:32.000,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:12:32.000,2016-04-05 13:12:32.000,2016-04-05 13:12:44.800,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:12:44.800,2016-04-05 13:12:44.800,2016-04-05 13:12:57.600,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:12:57.600,2016-04-05 13:12:57.600,2016-04-05 13:13:10.400,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:13:10.400,2016-04-05 13:13:10.400,2016-04-05 13:13:23.200,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:13:23.200,2016-04-05 13:13:23.200,2016-04-05 13:13:36.000,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:13:36.000,2016-04-05 13:13:36.000,2016-04-05 13:13:48.800,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:13:48.800,2016-04-05 13:13:48.800,2016-04-05 13:14:01.600,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:14:01.600,2016-04-05 13:14:01.600,2016-04-05 13:14:14.400,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:14:14.400,2016-04-05 13:14:14.400,2016-04-05 13:14:27.200,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:14:27.200,2016-04-05 13:14:27.200,2016-04-05 13:14:40.000,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:14:40.000,2016-04-05 13:14:40.000,2016-04-05 13:14:52.800,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:14:52.800,2016-04-05 13:14:52.800,2016-04-05 13:15:05.600,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:15:05.600,2016-04-05 13:15:05.600,2016-04-05 13:15:18.400,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:15:18.400,2016-04-05 13:15:18.400,2016-04-05 13:15:31.200,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:15:31.200,2016-04-05 13:15:31.200,2016-04-05 13:15:44.000,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:15:44.000,2016-04-05 13:15:44.000,2016-04-05 13:15:56.800,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:15:56.800,2016-04-05 13:15:56.800,2016-04-05 13:16:09.600,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:16:09.600,2016-04-05 13:16:09.600,2016-04-05 13:16:22.400,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:16:22.400,2016-04-05 13:16:22.400,2016-04-05 13:16:35.200,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:16:35.200,2016-04-05 13:16:35.200,2016-04-05 13:16:48.000,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:16:48.000,2016-04-05 13:16:48.000,2016-04-05 13:17:00.800,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:17:00.800,2016-04-05 13:17:00.800,2016-04-05 13:17:13.600,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:17:13.600,2016-04-05 13:17:13.600,2016-04-05 13:17:26.400,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:17:26.400,2016-04-05 13:17:26.400,2016-04-05 13:17:39.200,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:17:39.200,2016-04-05 13:17:39.200,2016-04-05 13:17:52.000,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:17:52.000,2016-04-05 13:17:52.000,2016-04-05 13:18:04.800,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:18:04.800,2016-04-05 13:18:04.800,2016-04-05 13:18:17.600,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:18:17.600,2016-04-05 13:18:17.600,2016-04-05 13:18:30.400,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:18:30.400,2016-04-05 13:18:30.400,2016-04-05 13:18:43.200,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:18:43.200,2016-04-05 13:18:43.200,2016-04-05 13:18:56.000,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:18:56.000,2016-04-05 13:18:56.000,2016-04-05 13:19:08.800,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:19:08.800,2016-04-05 13:19:08.800,2016-04-05 13:19:21.600,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:19:21.600,2016-04-05 13:19:21.600,2016-04-05 13:19:34.400,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:19:34.400,2016-04-05 13:19:34.400,2016-04-05 13:19:47.200,SPADES_39,biking city outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:19:47.200,2016-04-05 13:19:47.200,2016-04-05 13:20:00.000,SPADES_39,biking city outdoors,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:20:00.000,2016-04-05 13:20:00.000,2016-04-05 13:20:12.800,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:20:12.800,2016-04-05 13:20:12.800,2016-04-05 13:20:25.600,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:20:25.600,2016-04-05 13:20:25.600,2016-04-05 13:20:38.400,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:20:38.400,2016-04-05 13:20:38.400,2016-04-05 13:20:51.200,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:20:51.200,2016-04-05 13:20:51.200,2016-04-05 13:21:04.000,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:21:04.000,2016-04-05 13:21:04.000,2016-04-05 13:21:16.800,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:21:16.800,2016-04-05 13:21:16.800,2016-04-05 13:21:29.600,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:21:29.600,2016-04-05 13:21:29.600,2016-04-05 13:21:42.400,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:21:42.400,2016-04-05 13:21:42.400,2016-04-05 13:21:55.200,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:21:55.200,2016-04-05 13:21:55.200,2016-04-05 13:22:08.000,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:22:08.000,2016-04-05 13:22:08.000,2016-04-05 13:22:20.800,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:22:20.800,2016-04-05 13:22:20.800,2016-04-05 13:22:33.600,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:22:33.600,2016-04-05 13:22:33.600,2016-04-05 13:22:46.400,SPADES_39,frisbee jog/running,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:22:46.400,2016-04-05 13:22:46.400,2016-04-05 13:22:59.200,SPADES_39,frisbee jog/running,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:22:59.200,2016-04-05 13:22:59.200,2016-04-05 13:23:12.000,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:23:12.000,2016-04-05 13:23:12.000,2016-04-05 13:23:24.800,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 13:23:24.800,2016-04-05 13:23:24.800,2016-04-05 13:23:37.600,SPADES_39,walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 13:23:37.600,2016-04-05 13:23:37.600,2016-04-05 13:23:50.400,SPADES_39,bag stairs up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
